Bobbi Helland,51.363147,-0.209402,0,8391111,1,0,5,5,1,
Maisie Marmol,51.613987,-0.158469,1,3766426,0,2,5,5,1,
Trinh Nietfeldt,51.591292,-0.315418,1,6506399,5,3,5,5,1,
Sindy Borski,51.608272,-0.264416,0,5456085,2,2,5,5,1,
Logan Renyer,51.587768,-0.163268,1,8186889,2,3,5,5,1,
Johnie Polston,51.602803,-0.281996,0,3791695,0,1,5,5,1,
Hana Bacayo,51.429724,-0.335996,0,7426012,5,3,4,5,1,
Jacklyn Heltsley,51.540947,-0.261412,1,7133951,0,0,5,5,1,
Raye Mcmulen,51.506939,-0.144084,1,7683873,0,0,5,5,1,
Laurena Krips,51.409788,0.081507,1,4080623,4,1,5,5,1,
Irwin Guilford,51.410232,-0.145745,0,2437817,4,0,4,5,1,
Mazie Grinkley,51.55238,-0.117714,1,8922290,5,3,4,5,1,
Nida Dolen,51.495675,0.015285,0,8366869,1,2,4,5,1,
Precious Abee,51.519014,-0.111883,0,9869742,3,0,4,5,1,
Suzann Slingland,51.471392,0.038334,1,4405303,0,1,4,5,1,
Timmy Alce,51.55807,0.072373,0,1241161,5,2,4,5,1,
Daniell Kascak,51.557339,0.004752,1,5320456,5,3,4,5,1,
Kesha Rekus,51.655537,-0.188316,1,8205295,3,2,5,5,1,
Cyrus Pullis,51.631543,-0.176571,1,2606395,1,0,5,5,1,
Delila Miernik,51.524503,-0.112088,0,7070354,2,2,4,5,1,
Johnetta Elfenbein,51.541271,-0.262611,1,9673026,0,3,5,5,1,
Yong Dulatre,51.583883,-0.096651,0,8415913,0,3,4,5,1,
Melodee Languell,51.449793,0.052685,1,7712984,1,3,5,5,1,
Erin Michand,51.591045,0.217091,0,6306088,3,2,5,5,1,
Lakia Wofford,51.43918,-0.31807,0,3617698,2,0,5,5,1,
Evie Niemie,51.558294,-0.21176,1,4629057,1,2,5,5,1,
Bonnie Badruddin,51.337413,-0.006939,1,1215036,5,1,4,5,1,
Phuong Goldman,51.468359,-0.395608,1,1191352,1,3,5,5,1,
Bryanna Syndergaard,51.515396,-0.110591,0,1918640,2,3,5,5,1,
Darci Mulneix,51.539687,-0.286955,0,2800904,5,3,5,5,1,
Suzanna Tag,51.512019,-0.181348,0,4622262,3,1,5,5,1,
Marivel Mantano,51.395958,-0.199812,0,4803411,3,1,5,5,1,
Dong Inglish,51.486153,-0.373278,0,6208033,1,0,5,5,1,
Nila Kieser,51.57025,0.170636,0,5072820,4,1,5,5,1,
Cathie Wallen,51.4615,-0.114258,1,3493812,0,1,5,5,1,
Brendon Ludington,51.428569,-0.377424,1,3942196,4,0,4,5,1,
Florrie Habbs,51.6396,-0.135869,0,6787997,5,1,4,5,1,
Ruben Gavles,51.524503,-0.112088,1,9499619,2,0,4,5,1,
Pura Bridson,51.551185,-0.307236,1,7905976,0,1,5,5,1,
Benito Youn,51.555226,-0.387216,1,9721803,5,3,5,5,1,
Cordelia Ragula,51.532082,0.021305,1,4553665,5,2,4,5,1,
Tesha Spomer,51.341735,-0.104776,1,6055190,3,2,5,5,1,
Laurette Colberg,51.511677,-0.023497,0,3587019,3,0,4,5,1,
Scottie Tworek,51.466325,-0.22162,1,5091265,4,1,4,5,1,
Crista Symkowick,51.60199,-0.334819,1,9405825,3,3,5,5,1,
Nichol Biegel,51.518959,-0.151336,1,4719974,3,2,5,5,1,
Marlo Rian,51.505751,-0.432321,0,1477213,2,0,4,5,1,
Ebonie Provenza,51.602549,-0.341874,0,5141671,2,2,5,5,1,
Jospeh Kertis,51.511059,-0.220758,0,4640499,0,2,4,5,1,
Arleen Seifarth,51.615471,-0.241175,0,2373826,3,1,5,5,1,
Annelle Caprario,51.538645,-0.103543,0,9608042,3,1,5,5,1,
Robena Asad,51.489149,-0.098453,1,3780820,0,3,4,5,1,
Sherryl Roberson,51.506767,0.124083,1,9482688,0,2,5,5,1,
Lieselotte Gallagher,51.535157,0.151259,1,1905803,1,0,5,5,1,
Tatyana Honzell,51.632901,-0.099455,1,8244249,2,1,4,5,1,
Adelia Grassie,51.604787,-0.273805,0,3122236,2,0,4,5,1,
Hermelinda Hollyfield,51.394146,-0.292009,1,9431861,0,0,4,5,1,
Wei Minns,51.511407,-0.138887,1,4455807,1,2,4,5,1,
Angelena Slonaker,51.359919,-0.193024,1,1272322,2,1,4,5,1,
Latosha Gamberg,51.455533,-0.294742,1,3497564,4,1,5,5,1,
Mckenzie Lunch,51.565956,-0.122016,0,3870498,5,0,5,5,1,
Bruna Pickerel,51.480656,-0.197847,1,6253328,4,0,4,5,1,
Olympia Delreal,51.539277,-0.103676,0,6736236,5,2,4,5,1,
Arletha Strekas,51.524056,-0.138703,0,5884485,3,3,5,5,1,
Maryln Ohlund,51.439307,-0.114294,0,5351197,3,0,5,5,1,
Twana Hedrich,51.444092,-0.153929,1,3726714,2,3,5,5,1,
Kraig Duplanti,51.462889,0.005246,0,6502872,4,1,5,5,1,
Florrie Tisby,51.443401,-0.418455,0,8045618,0,1,5,5,1,
Jamey Goepfarth,51.585503,-0.018014,1,2167324,5,3,4,5,1,
Farrah Aquero,51.585571,-0.337974,0,5404699,5,2,5,5,1,
Dinorah Pagley,51.469285,-0.266096,0,6822350,4,3,4,5,1,
Kary Portell,51.496429,-0.137437,0,1633674,0,1,5,5,1,
Rosalva Neymeyer,51.472787,-0.203067,1,4571245,5,1,4,5,1,
Noreen Estock,51.570616,0.135501,0,3276802,5,0,4,5,1,
Elnora Hoey,51.61782,-0.219836,0,8052517,3,3,5,5,1,
Ruthie Ueki,51.623781,-0.275815,0,3819510,1,1,4,5,1,
Marin Jochim,51.535984,-0.194754,1,1689735,5,3,4,5,1,
Yesenia Schnur,51.389896,0.09459,0,9249341,0,3,4,5,1,
Eduardo Burpo,51.507517,-0.123886,0,2683562,2,2,4,5,1,
Marine Saleme,51.432134,0.088652,1,9355973,4,1,4,5,1,
Moira Speltz,51.490619,-0.168803,1,8066674,5,0,5,5,1,
Tarra Severy,51.509853,-0.307601,1,5941522,1,3,4,5,1,
Demetria Cannan,51.566052,-0.245564,0,5217664,5,3,4,5,1,
Lexie Dillin,51.492469,-0.128163,0,4339901,3,1,5,5,1,
Jeanie Meltzner,51.509853,-0.307601,1,6614394,4,1,4,5,1,
Stacie Thrope,51.37506,0.042012,0,3306876,0,3,5,5,1,
Zana Snith,51.484109,-0.313278,1,6121813,2,0,4,5,1,
Jacquie Holtan,51.572984,0.023206,1,9296888,5,3,4,5,1,
Allena Rosengren,51.507315,-0.207589,1,3724612,4,0,4,5,1,
Tessie Hodges,51.605512,0.223861,1,4796060,4,3,4,5,1,
Lavern Klarr,51.509853,-0.307601,0,1051810,4,2,5,5,1,
Noma Boetcher,51.448231,-0.191526,1,2466629,0,0,4,5,1,
Evonne Reinier,51.500336,-0.264946,1,9121926,4,2,5,5,1,
Corinne Sinarath,51.522714,-0.140848,0,5360691,4,1,4,5,1,
Samatha Paker,51.55756,-0.128392,1,6523013,5,1,5,5,1,
Myrle Fontana,51.460497,-0.218565,1,9858162,2,2,4,5,1,
Annice Norrix,51.565921,-0.122089,0,6537334,1,2,4,5,1,
Tilda Volk,51.46448,-0.164321,1,4617050,1,1,4,5,1,
Dixie Limmer,51.494027,-0.195447,1,1633382,1,2,5,5,1,
Ramonita Grimmius,51.57502,-0.347956,1,1276285,5,3,4,5,1,
Tawanna Engelhard,51.592195,-0.142849,1,8472024,2,1,5,5,1,
Lazaro Rhinebolt,51.400951,-0.219959,1,9749866,5,1,4,5,1,
Bret Schoenegge,51.55777,-0.010001,0,3800382,5,3,4,5,1,
Bettyann Misenhimer,51.540102,-0.191217,1,1833676,1,2,4,5,1,
Tesha Lein,51.466306,-0.368671,1,1288860,1,0,4,5,1,
Helga Hohlt,51.447976,-0.043001,1,3114919,1,3,4,5,1,
Kimbra Ousdahl,51.487673,-0.038334,1,8402431,4,3,5,5,1,
Kellie Gruntz,51.592344,-0.408178,0,6204450,0,1,4,5,1,
Telma Mastronardi,51.329001,-0.095296,0,9194312,5,0,4,5,1,
Stefanie Norlien,51.51146,-0.143411,1,3590697,0,0,5,5,1,
Neely Millet,51.62479,-0.11063,1,4537269,2,2,5,5,1,
Merle Waterbury,51.442907,-0.044786,0,7238820,4,0,4,5,1,
Virgil Fremont,51.539048,-0.103411,0,7685712,4,0,4,5,1,
Tomika Sherfey,51.447249,0.108842,0,9293256,5,1,4,5,1,
Marcela Osullivan,51.520415,-0.211557,1,6888170,2,1,5,5,1,
Virgie Ewald,51.532724,-0.060419,1,5383117,1,3,5,5,1,
Adrian Vinz,51.509694,-0.442129,0,9933194,1,2,5,5,1,
Dionna Crabtree,51.531649,0.060676,1,7821950,0,3,4,5,1,
Ailene Estrello,51.366115,-0.233693,1,2835464,5,2,4,5,1,
Aline Nealey,51.617795,-0.04856,0,5526132,3,0,4,5,1,
Mable Sklenar,51.527459,-0.108549,1,3526342,0,3,4,5,1,
Syble Butch,51.408226,0.017578,1,1237788,4,3,4,5,1,
Refugio Lamberson,51.376166,-0.015028,0,3335464,5,3,4,5,1,
Hillary Rengifo,51.363558,0.059443,1,3938627,1,3,4,5,1,
Elaina Boissoneault,51.605022,-0.322289,0,1663687,4,0,4,5,1,
Kenneth Molony,51.523795,-0.139781,0,9662742,4,2,5,5,1,
Lizbeth Rysavy,51.561206,-0.015896,1,3793818,2,2,4,5,1,
Demetria Whipple,51.452866,-0.03964,0,2347290,2,1,4,5,1,
Corrinne Paya,51.559459,0.176932,0,1166532,2,0,4,5,1,
An Sauve,51.492762,-0.080152,0,9914061,3,2,5,5,1,
Esteban Shupert,51.4991,-0.160251,1,7237613,0,1,5,5,1,
Kina Beccue,51.33134,-0.093706,0,4397925,4,2,5,5,1,
Billie Bocchi,51.516975,-0.007614,1,7502935,4,0,5,5,1,
Melissia Arimas,51.496734,-0.212513,0,2854619,2,2,4,5,1,
Leonardo Grinstead,51.524676,-0.232264,1,8543398,1,1,4,5,1,
Ana Tognazzini,51.540757,-0.361901,0,9904174,5,2,5,5,1,
Ilene Cassey,51.450495,-0.337789,1,4273577,0,0,4,5,1,
Jackelyn Wanek,51.574015,-0.208978,0,4691788,4,2,4,5,1,
Valencia Birak,51.462536,0.184985,1,5932105,1,1,5,5,1,
Myrta Swick,51.470447,-0.248111,1,2697225,5,2,4,5,1,
Karla Heddlesten,51.633454,-0.176278,1,2104923,4,3,4,5,1,
Kate Mccauley,51.429046,-0.038142,0,2739547,2,1,4,5,1,
Arie Buckson,51.637153,-0.132993,1,6726200,3,1,5,5,1,
Parker Oar,51.500496,-0.276985,1,9721444,2,0,5,5,1,
Tyesha Branes,51.445,-0.207209,1,8809313,1,0,5,5,1,
Johnson Schubbe,51.484753,-0.183628,0,1434754,3,2,4,5,1,
Genny Seppanen,51.559419,-0.277933,1,3306993,0,2,4,5,1,
Jerome Dimino,51.40772,-0.305939,1,8952960,1,2,5,5,1,
Lester Dollins,51.583459,-0.357912,0,1955365,0,2,5,5,1,
Marylee Ohotnicky,51.524565,-0.112042,0,2887951,4,0,5,5,1,
Jimmie Bemben,51.562194,-0.213352,1,2038219,0,3,4,5,1,
Kandice Bartolini,51.525601,0.057837,1,8400988,2,0,4,5,1,
Rufina Lanzillotti,51.533216,-0.285396,0,8906946,0,0,4,5,1,
Daniella Freyer,51.555915,0.15309,0,7447852,4,1,4,5,1,
Corie Terlizzi,51.453734,-0.103322,0,7068499,2,2,5,5,1,
Delta Marca,51.518597,-0.162593,0,9438369,2,1,5,5,1,
Elza Carolan,51.464246,-0.044176,0,8068019,3,2,5,5,1,
Neva Mansmann,51.578511,-0.120964,0,1581845,3,3,5,5,1,
Kandis Isreal,51.460881,-0.113779,0,6703500,1,0,5,5,1,
Virgilio Siebe,51.498884,0.089887,1,5028366,3,2,4,5,1,
Charmain Gallinari,51.519398,-0.16553,1,8609162,3,2,5,5,1,
Fernanda Seybert,51.568662,-0.346642,1,1791472,0,0,5,5,1,
Cari Acey,51.505198,-0.188046,1,6642854,5,0,5,5,1,
Sharee Tola,51.430117,-0.171108,1,3317299,2,1,4,5,1,
Domitila Klonoski,51.55217,-0.084719,1,8088810,5,3,5,5,1,
Shera Boucaud,51.526362,-0.081449,1,4250754,1,0,5,5,1,
Venetta Funes,51.615445,-0.438337,1,9348265,3,3,5,5,1,
Myriam Nebred,51.599472,-0.39349,1,2569101,0,2,5,5,1,
Babette Ence,51.513197,-0.028302,0,1082113,0,1,4,5,1,
Daphne Wallin,51.615471,-0.241175,0,7553841,0,2,4,5,1,
Frances Maskaly,51.55807,0.072373,0,6137060,0,3,5,5,1,
Amira Swamy,51.514372,-0.133636,0,3200339,4,3,5,5,1,
Louis Theim,51.506337,-0.227224,0,8404606,1,2,4,5,1,
Lizzie Mikovec,51.524565,-0.112042,1,6468983,3,2,4,5,1,
Jayson Charlesworth,51.480478,-0.189789,0,3313653,0,3,5,5,1,
Shanae Poisel,51.472578,-0.198828,0,2238236,0,3,4,5,1,
Elise Lovitz,51.553628,-0.137266,1,6033415,0,1,4,5,1,
Julietta Keehn,51.515097,-0.032227,1,3277950,4,3,5,5,1,
Kerri Birdette,51.554293,-0.173864,1,7005757,2,0,5,5,1,
Maybelle Inzano,51.356589,-0.082561,1,5113439,3,3,4,5,1,
Sherman Dubler,51.486285,-0.035455,1,6548437,0,0,5,5,1,
Jacob Ellies,51.512907,-0.089019,1,9215652,3,3,5,5,1,
June Loconte,51.533872,-0.064004,1,3981182,3,2,4,5,1,
Candice Loiseau,51.389908,-0.05097,0,1966062,0,1,5,5,1,
Necole Clermont,51.418931,-0.083319,0,7548774,5,0,5,5,1,
Annamae Lahtinen,51.564032,0.008798,1,3689021,3,0,4,5,1,
Altha Crolley,51.517886,-0.325939,1,1869409,1,3,5,5,1,
Darren Michalak,51.558058,-0.456763,0,6201100,0,0,4,5,1,
Will Totosz,51.540501,0.100503,1,8987386,1,3,4,5,1,
Travis Hartgraves,51.464103,-0.142137,1,6554673,5,3,5,5,1,
Francina Zgoda,51.403809,-0.138831,0,9343723,5,0,5,5,1,
Su Arviso,51.566743,-0.299847,1,1273478,2,1,5,5,1,
Enola Norsen,51.484753,-0.183628,0,5998201,3,2,5,5,1,
Doria Davidoff,51.520705,-0.0288,1,4357200,1,3,4,5,1,
Denisha Copeman,51.498139,-0.394145,0,2522496,3,3,5,5,1,
Cyrstal Aagaard,51.522459,0.053429,0,4263170,1,1,5,5,1,
Felisa Gibble,51.585503,-0.018014,0,9023058,2,3,5,5,1,
Alix Buenrostro,51.515203,-0.136686,1,3837711,4,2,5,5,1,
Reggie Kielbasa,51.470032,-0.322378,0,2937577,1,0,5,5,1,
Melonie Magno,51.398725,-0.261563,0,8452125,4,0,4,5,1,
Taryn Layne,51.514813,0.054079,1,1843982,2,0,5,5,1,
Vern Dagnon,51.430687,-0.155807,0,8542700,4,3,5,5,1,
Shaunta Dinkin,51.612968,-0.106889,0,5094413,3,2,4,5,1,
Freeda Pierdon,51.401865,-0.213799,0,8935988,5,0,5,5,1,
Dusty Capano,51.551268,-0.193414,1,1459418,4,0,5,5,1,
Hana Defabio,51.414189,-0.304895,0,8742481,1,2,4,5,1,
Gino Higby,51.611558,-0.031033,0,7022116,1,2,5,5,1,
Holli Kimbral,51.565921,-0.122089,0,1508565,3,2,5,5,1,
Wilford Disorbo,51.590767,-0.167565,0,5386165,5,0,5,5,1,
Bradford Derosby,51.511979,-0.12794,1,8258450,1,3,4,5,1,
Carma Durkes,51.509012,-0.153497,0,3521439,4,0,5,5,1,
Abby Brostoff,51.59587,0.162877,0,9748100,5,2,4,5,1,
Madie Rebollar,51.492366,-0.238815,1,7601859,1,1,5,5,1,
Juana Shutte,51.526268,-0.195629,1,8086176,2,2,4,5,1,
Bill Daros,51.5229,-0.188353,1,6845499,3,2,4,5,1,
Rochel Ewart,51.434747,-0.128308,1,1645643,3,1,4,5,1,
Jaimie Momphard,51.418423,-0.063363,0,3853418,3,2,4,5,1,
Mechelle Timbrell,51.533635,-0.195193,1,2946668,3,1,5,5,1,
Phebe Tachauer,51.486414,-0.161525,0,7992936,0,3,5,5,1,
Leopoldo Znidarsic,51.603448,-0.336801,0,9190705,1,0,4,5,1,
Arlena Crumlish,51.463787,-0.072975,0,4348525,0,2,5,5,1,
Collette Monot,51.492762,-0.080152,0,6732597,5,2,4,5,1,
Rhoda Reigel,51.449409,-0.413916,0,8143041,0,0,5,5,1,
Yvette Alicia,51.536153,-0.094029,1,5720624,4,3,5,5,1,
Andrew Angolo,51.56466,-0.417065,1,1451076,0,1,5,5,1,
Rana Hedden,51.582748,-0.246596,1,1145848,0,1,5,5,1,
Victor Scholer,51.519885,-0.136538,0,7293194,2,1,4,5,1,
Dudley Kunda,51.609262,0.022536,0,3916885,0,2,5,5,1,
Roman Sessler,51.35675,0.08288,1,5065439,4,2,5,5,1,
Debra Hilson,51.527836,-0.041178,0,3490337,0,0,5,5,1,
Annetta Salmond,51.612192,-0.363259,1,4326673,4,0,4,5,1,
Hee Cupp,51.453815,-0.127974,1,3897664,4,0,5,5,1,
Deangelo Altice,51.588279,-0.342552,1,4697397,5,1,5,5,1,
Julianne Figlioli,51.598527,-0.144121,1,3793666,5,1,5,5,1,
Sang Bali,51.448231,-0.191526,0,5983702,4,3,5,5,1,
Terresa Argandona,51.491534,-0.262587,1,5817072,2,2,5,5,1,
Mira Caez,51.588022,-0.221766,0,7937432,0,2,5,5,1,
May Seidman,51.463324,-0.138901,1,8421571,1,2,5,5,1,
Romana Stueck,51.643239,-0.171145,0,8295307,3,2,5,5,1,
Alyce Fehnel,51.607369,0.234033,0,5086192,2,1,5,5,1,
Violette Unnasch,51.522179,-0.132639,1,1780140,0,3,4,5,1,
Kristel Creenan,51.471766,-0.070925,1,8621542,3,2,4,5,1,
Casey Medal,51.633341,-0.176499,1,3316397,5,1,4,5,1,
Hien Tingler,51.481124,-0.35701,0,6952614,1,1,4,5,1,
Phuong Grossen,51.660424,-0.102049,0,4424209,0,0,4,5,1,
Jolanda Winfred,51.524794,-0.117295,1,7845708,2,3,5,5,1,
Silvana Petrochello,51.319804,-0.140841,1,8188307,3,2,5,5,1,
Elisha Leazer,51.490639,-0.088322,1,3829775,4,3,5,5,1,
Madie Luccous,51.559996,-0.082674,0,9806858,3,1,5,5,1,
Delcie Cotant,51.519026,-0.058075,1,5445632,5,2,4,5,1,
Carisa Thorndyke,51.396361,-0.048051,1,2167595,2,0,4,5,1,
Ivory Rake,51.562154,-0.312686,1,9545792,2,3,4,5,1,
Veronique Mcfadyen,51.354781,-0.134298,1,8222634,0,0,4,5,1,
Brian Fortenberry,51.498543,-0.155087,0,2852151,5,2,4,5,1,
Cole Preisach,51.555632,0.097205,1,8738052,2,3,4,5,1,
Johnathon Holsclaw,51.604786,-0.246426,0,8069113,2,3,5,5,1,
Josue Kitzrow,51.532724,-0.060419,1,6576024,2,0,5,5,1,
Rosa Swaine,51.506276,-0.307719,1,7593003,0,0,5,5,1,
Celina Fong,51.610381,-0.105364,0,5920912,0,0,4,5,1,
Jeri Beaudine,51.404779,-0.292849,0,5636186,5,3,4,5,1,
Florrie Luben,51.441941,-0.314357,0,2862480,2,0,5,5,1,
Dedra Martucci,51.475661,-0.130378,1,5164890,4,2,4,5,1,
Annamarie Ratti,51.600338,0.204995,1,7291700,4,0,5,5,1,
Roxanne Kaea,51.498133,-0.011721,1,8971496,1,0,5,5,1,
Sondra Bhullar,51.516176,-0.083232,0,3137002,3,1,4,5,1,
Ariana Becherer,51.629862,-0.173677,1,5006613,4,0,4,5,1,
Thuy Armentrout,51.578362,0.129383,0,8720453,3,2,5,5,1,
Tyesha Muni,51.523331,-0.165704,1,4459806,3,1,5,5,1,
Kathy Bain,51.545291,0.214145,1,2745485,1,2,5,5,1,
Lavern Nunnery,51.513094,-0.098912,1,2288176,4,2,4,5,1,
Bronwyn Spilde,51.492762,-0.080152,0,5611850,1,1,5,5,1,
Lorene Karns,51.557298,-0.059662,1,6529739,1,3,4,5,1,
Marlana Sardi,51.471766,-0.070925,1,8783139,2,1,5,5,1,
Ethel Rentoulis,51.470938,-0.184033,0,7267085,5,2,5,5,1,
Alfred Arrizaga,51.351629,-0.107642,1,1361940,2,1,5,5,1,
Anitra Burgin,51.46623,0.010748,1,7700724,5,2,5,5,1,
Margaret Neufer,51.584701,-0.327396,1,4473099,1,0,4,5,1,
Kallie Luzinski,51.564032,0.008798,0,4386100,2,1,4,5,1,
Enda Frymoyer,51.518297,-0.153265,1,4849793,5,1,5,5,1,
Wiley Chevalier,51.463509,-0.035628,1,5649725,0,3,4,5,1,
Selena Trainor,51.560979,0.141253,0,3842284,1,2,4,5,1,
Jeffrey Schoeman,51.589697,-0.026175,1,8588479,5,2,4,5,1,
Lauren Jahn,51.603196,0.216528,1,4961692,0,3,5,5,1,
Manda Mcculloch,51.613334,-0.2778,1,2124606,1,1,4,5,1,
Daren Pacheo,51.60555,-0.265184,1,5181973,3,1,4,5,1,
Veronica Caldarone,51.464075,-0.014239,1,1142058,3,0,4,5,1,
Karissa Nolet,51.654118,-0.186103,0,6851811,1,1,5,5,1,
Emilio Hin,51.494577,0.074649,0,1296645,0,0,4,5,1,
Oren Wiesner,51.492191,-0.095301,0,3480160,3,2,5,5,1,
Dirk Dejarden,51.565558,-0.075269,0,2040179,0,1,5,5,1,
Mora Lieuallen,51.518736,-0.151431,0,1708259,0,1,5,5,1,
Shery Dellamore,51.523354,-0.355217,1,4393017,1,3,4,5,1,
Leslie Logosso,51.472825,-0.216745,0,2856700,1,1,5,5,1,
Phylicia Mander,51.496429,-0.137437,1,5948715,2,2,4,5,1,
Derek Triece,51.567619,-0.353721,1,3244068,0,0,4,5,1,
Emmy Magnusson,51.451264,-0.141133,1,4978821,0,3,5,5,1,
Marlena Sigmond,51.490736,0.084847,1,6569508,0,2,5,5,1,
Yu Plaisted,51.55807,0.072373,0,5741280,4,1,5,5,1,
Tona Mo,51.514579,-0.18874,1,3761575,4,3,4,5,1,
Bari Apela,51.492762,-0.080152,0,9966123,4,2,4,5,1,
Adrien Lemieux,51.392349,-0.119977,0,6248558,1,1,4,5,1,
Zulma Fondow,51.366809,-0.289564,1,6951338,0,1,4,5,1,
Colby Clogston,51.478771,-0.050252,0,3533838,5,1,4,5,1,
Cathleen Denice,51.616116,-0.260303,1,8724619,1,0,5,5,1,
Jenee Kubat,51.408226,0.017578,1,1495814,5,0,5,5,1,
Jestine Castillero,51.498828,-0.142973,1,5670700,1,3,5,5,1,
Marc Winterbottom,51.586703,-0.195487,1,9153558,0,0,5,5,1,
Blair Levier,51.3837,-0.260422,1,1940253,1,3,4,5,1,
Shirleen Suder,51.597703,0.022774,0,2932068,4,2,4,5,1,
Berniece Hirschfield,51.529773,-0.104835,1,1620927,3,0,5,5,1,
Wen Haar,51.585503,-0.018014,0,2991802,2,2,5,5,1,
Sima Deyarmond,51.516039,-0.09471,0,2346791,2,3,4,5,1,
Michiko Toothman,51.426871,-0.053311,1,9018956,3,3,5,5,1,
Meghann Derflinger,51.590739,0.024009,1,6083409,0,3,4,5,1,
Val Depierre,51.450066,-0.332278,1,8847628,3,0,4,5,1,
Mariah Guitano,51.573871,0.019175,1,3044081,5,3,5,5,1,
Darleen Shaffstall,51.512747,-0.113583,0,5955012,3,3,4,5,1,
Glynda Laski,51.403557,-0.168473,0,5918085,0,3,4,5,1,
Margie Vessar,51.489149,-0.098453,0,7105358,0,2,4,5,1,
Pa Fayad,51.495077,-0.190666,1,6022817,2,3,5,5,1,
Nichelle Calmese,51.437916,0.090657,0,3730284,1,0,5,5,1,
Benita Berrell,51.595245,-0.115336,0,4976611,1,0,4,5,1,
Doris Sverchek,51.571836,0.139598,1,7202958,0,3,5,5,1,
Rosemary Bordwell,51.507224,0.114248,1,5299811,2,0,4,5,1,
Helene Pooyouma,51.592291,-0.196912,0,2092370,5,3,5,5,1,
Latasha Dishmon,51.516765,0.19212,0,2163919,5,0,5,5,1,
Tobie Leffingwell,51.552141,0.023088,0,2394450,2,2,4,5,1,
Terrance Doetsch,51.613334,-0.2778,0,2557779,1,3,5,5,1,
Kam Ryner,51.405204,-0.17492,1,6376559,0,0,5,5,1,
Mirna Dobis,51.581786,-0.11888,1,8342402,1,2,5,5,1,
Elissa Katzenberg,51.565422,-0.201019,1,5036295,4,0,4,5,1,
Odell Holom,51.577554,-0.239017,1,1424768,1,2,4,5,1,
Earlean Zemaitis,51.404321,-0.159284,0,9814626,3,0,5,5,1,
Ezequiel Stanger,51.516121,-0.188405,0,5466331,1,1,4,5,1,
Loyce Clance,51.359919,-0.193024,1,1024348,2,3,5,5,1,
Merrill Michello,51.633794,-0.178475,0,9317444,0,2,4,5,1,
